INC_IR_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_LOC_COUNTY,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,PGP_COUNT
"202000001168548","07/14/2020","2020","14:42","Tuesday","732 Beat","6XXX West Indian School Road","Phoenix","AZ","85013","Mountain View Precinct","41110","Female","31","30s","Black","Non-Hispanic","Black or African American","None","1"
"202000001169572","07/14/2020","2020","18:48","Tuesday","422 Beat","1XXX Grove Street E","phoenix","AZ","85040","South Mountain Precinct","21927","Male","25","20s","White","Hispanic","Hispanic","None","1"
"202000000009090","07/14/2020","2020","14:26","Tuesday","934 Beat","3XXX Mohawk Lane W","Phoenix","AZ","85308","Cactus Park Precinct","22726","Female","8","<20","White","Hispanic","Hispanic","None","1"
"202000001171633","07/15/2020","2020","03:23","Wednesday","221 Beat","1XXXX 25th Avenue N","Phoenix","AZ","85023","Black Mountain Precinct","21954","Female","26","20s","White","Hispanic","Hispanic","None","1"
"202000001171391","07/15/2020","2020","01:08","Wednesday","821 Beat","5XXX Willetta Street W","Phoenix","AZ","85043","Maryvale/Estrella Precinct","21995","Male","24","20s","White","Hispanic","Hispanic","None","1"
"202000001171633","07/15/2020","2020","03:23","Wednesday","221 Beat","1XXXX 25th Avenue N","Phoenix","AZ","85023","Black Mountain Precinct","21935","Male","27","20s","White","Non-Hispanic","White","None","1"
"202000001175286","07/15/2020","2020","18:46","Wednesday","423 Beat","1XXX Hidalgo Avenue E","Phoenix","AZ","85040","South Mountain Precinct","21934","Male","41","40s","White","Hispanic","Hispanic","None","1"
"202000001175213","07/15/2020","2020","18:18","Wednesday","832 Beat","4XX 66th Lane N","Phoenix","AZ","85043","Maryvale/Estrella Precinct","21949","Male","37","30s","White","Non-Hispanic","White","None","1"
"202000001175213","07/15/2020","2020","18:18","Wednesday","832 Beat","4XX 66th Lane N","Phoenix","AZ","85043","Maryvale/Estrella Precinct","21948","Male","48","40s","White","Non-Hispanic","White","None","1"
"202000001175213","07/15/2020","2020","18:18","Wednesday","832 Beat","4XX 66th Lane N","Phoenix","AZ","85043","Maryvale/Estrella Precinct","21950","Male","21","20s","Black","Non-Hispanic","Black or African American","None","1"
"202000001175213","07/15/2020","2020","18:18","Wednesday","832 Beat","4XX 66th Lane N","Phoenix","AZ","85043","Maryvale/Estrella Precinct","22300","Female","18","<20","Black","Non-Hispanic","Black or African American","None","1"
"202000001176083","07/15/2020","2020","21:34","Wednesday","736 Beat","1XXX Mcdowell Road E","Phoenix","AZ","85006","Mountain View Precinct","21947","Male","31","30s","Black","Non-Hispanic","Black or African American","None","1"
"202000001175213","07/15/2020","2020","18:18","Wednesday","832 Beat","4XX 66th Lane N","Phoenix","AZ","85043","Maryvale/Estrella Precinct","21951","Male","19","<20","White","Hispanic","Hispanic","None","1"
"202000001174099","07/15/2020","2020","15:45","Wednesday","Maricopa","7XX Warner Avenue W","Tempe","AZ","85284","Out of City","21986","Male","44","40s","Black","Unknown","Black or African American","None","1"
"202000001175213","07/15/2020","2020","18:18","Wednesday","832 Beat","4XX 66th Lane N","Phoenix","AZ","85043","Maryvale/Estrella Precinct","22301","Male","19","<20","Black","Non-Hispanic","Black or African American","None","1"
"202000001175822","07/15/2020","2020","20:42","Wednesday","824 Beat","4XXX Sheridan Street W","Phoenix","AZ","85009","Maryvale/Estrella Precinct","21933","Male","32","30s","White","Hispanic","Hispanic","None","1"
"202000001161525","07/16/2020","2020","22:08","Thursday","815 Beat","8XXX McDowell Road W","Phoenix","AZ","85035","Maryvale/Estrella Precinct","21953","Male","23","20s","White","Hispanic","Hispanic","None","1"
"202000001179929","07/16/2020","2020","15:36","Thursday","824 Beat","4XXX Virginia Avenue W","Phoenix","AZ","85009","Maryvale/Estrella Precinct","22152","Male","30","30s","Black","Non-Hispanic","Black or African American","None","1"
"202000001181670","07/16/2020","2020","21:43","Thursday","922 Beat","2XXX Peoria Avenue W","Phoenix","AZ","85029","Cactus Park Precinct","21956","Male","47","40s","White","Non-Hispanic","White","None","1"
"202000001179532","07/16/2020","2020","15:08","Thursday","915 Beat","6XXX 28th Drive N","Phoenix","AZ","85017","Cactus Park Precinct","22027","Male","33","30s","White","Hispanic","Hispanic","None","1"
"202000001177901","07/16/2020","2020","09:12","Thursday","224 Beat","2XXX wagoner Road W","phoenix","AZ","85023","Black Mountain Precinct","22002","Male","37","30s","White","Non-Hispanic","White","None","1"
"202000001181670","07/16/2020","2020","21:43","Thursday","922 Beat","2XXX Peoria Avenue W","Phoenix","AZ","85029","Cactus Park Precinct","21955","Male","26","20s","White","Non-Hispanic","White","None","1"
"202000001178835","07/16/2020","2020","12:13","Thursday","723 Beat","2XXX 44 Street N","Phoenix","AZ","85008","Mountain View Precinct","21959","Male","29","20s","White","Non-Hispanic","White","None","1"
"202000001181454","07/16/2020","2020","20:37","Thursday","Maricopa","4XXX Ruth Avenue W","Glendale","AZ","85302","Out of City","21964","Male","32","30s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22730","Male","4","<20","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22739","Male","2","<20","White","Hispanic","Hispanic","None","1"
"202000001168279","07/17/2020","2020","13:16","Friday","914 Beat","4XXX Lamar Road W","Phoenix","AZ","85019","Cactus Park Precinct","21900","Male","34","30s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22728","Female","43","40s","White","Hispanic","Hispanic","None","1"
"202000001168279","07/17/2020","2020","13:16","Friday","914 Beat","4XXX Lamar Road W","Phoenix","AZ","85019","Cactus Park Precinct","22370","Female","34","30s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22734","Male","1","<20","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22736","Female","20","20s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22729","Female","26","20s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22743","Male","28","20s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22741","Female","19","<20","White","Hispanic","Hispanic","None","1"
"202000001187565","07/17/2020","2020","21:45","Friday","726 Beat","2XX 44th Street S","phoenix","AZ","85034","Mountain View Precinct","21972","Male","23","20s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22744","Female","43","40s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22731","Male","12","<20","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22746","Female","41","40s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22738","Male","18","<20","White","Hispanic","Hispanic","None","1"
"202000001168279","07/17/2020","2020","14:57","Friday","825 Beat","3XXX Willetta Street W","Phoenix","AZ","85009","Maryvale/Estrella Precinct","21897","Male","32","30s","White","Hispanic","Hispanic","None","1"
"202000001168279","07/17/2020","2020","14:57","Friday","825 Beat","3XXX Willetta Street W","Phoenix","AZ","85009","Maryvale/Estrella Precinct","22367","Male","37","30s","White","Hispanic","Hispanic","None","1"
"200000001184705","07/17/2020","2020","13:31","Friday","815 Beat","1XXX 74 Avenue N","Phoenix","AZ","Not Available","Maryvale/Estrella Precinct","22088","Male","18","<20","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22735","Female","16","<20","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22733","Female","23","20s","White","Hispanic","Hispanic","None","1"
"202000001168279","07/17/2020","2020","14:57","Friday","825 Beat","3XXX Willetta Street W","Phoenix","AZ","85009","Maryvale/Estrella Precinct","22368","Female","24","20s","White","Hispanic","Hispanic","None","1"
"202000001168279","07/17/2020","2020","14:57","Friday","825 Beat","3XXX Willetta Street W","Phoenix","AZ","85009","Maryvale/Estrella Precinct","21894","Female","57","50s","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22742","Female","4","<20","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22745","Female","19","<20","White","Hispanic","Hispanic","None","1"
"202000001182836","07/17/2020","2020","06:40","Friday","822 Beat","6XXX Britton Avenue W","Phoenix","AZ","85033","Maryvale/Estrella Precinct","22737","Female","2","<20","White","Hispanic","Hispanic","None","1"
"202000001187726","07/17/2020","2020","00:25","Friday","615 Beat","1XXX Elm Street E","Phoenix","AZ","85014","Desert Horizon Precinct","22019","Male","28","20s","White","Non-Hispanic","White","None","1"
"202000001168279","07/17/2020","2020","14:57","Friday","825 Beat","3XXX Willetta Street W","Phoenix","AZ","85009","Maryvale/Estrella Precinct","22366","Male","29","20s","White","Hispanic","Hispanic","None","1"
"202000001192879","07/18/2020","2020","21:15","Saturday","421 Beat","5XXX 5th Drive S","Phoenix","AZ","85041","South Mountain Precinct","21976","Male","31","30s","White","Hispanic","Hispanic","None","1"
"202000001191610","07/18/2020","2020","19:00","Saturday","731 Beat","2XXX W Turney Ave","Phoenix","AZ","85015","Mountain View Precinct","21973","Male","34","30s","White","Hispanic","Hispanic","None","1"
"202000001190446","07/18/2020","2020","12:59","Saturday","623 Beat","8XXX 19th Avenue N","Phoenix","AZ","85021","Desert Horizon Precinct","22292","Male","25","20s","White","Non-Hispanic","White","None","1"
"202000001193304","07/18/2020","2020","23:42","Saturday","832 Beat","1XXX 75th Avenue N","phoenix","AZ","85043","Maryvale/Estrella Precinct","21974","Male","36","30s","White","Hispanic","Hispanic","None","1"
"202000001192879","07/18/2020","2020","21:15","Saturday","421 Beat","5XXX 5th Drive S","Phoenix","AZ","85041","South Mountain Precinct","21975","Male","30","30s","White","Hispanic","Hispanic","None","1"
"202000001198135","07/19/2020","2020","21:18","Sunday","912 Beat","5XXX 43rd Avenue N","Phoenix","AZ","85019","Cactus Park Precinct","21979","Male","36","30s","American Indian / Alaskan Native","Non-Hispanic","Other","None","1"
"202000001194146","07/19/2020","2020","02:20","Sunday","514 Beat","1XXX 11th Avenue S","Phoenix","AZ","85007","Central City Precinct","22035","Male","19","<20","Black","Non-Hispanic","Black or African American","None","1"
"202000001198347","07/19/2020","2020","16:20","Sunday","Maricopa","4XXX Priest Drive S","Tempe","AZ","Not Available","Out of City","21987","Male","24","20s","Black","Non-Hispanic","Black or African American","None","1"
"202000001198347","07/19/2020","2020","22:09","Sunday","432 Beat","2XXXX Maricopa Freeway S","Phoenix","AZ","Not Available","Out of City","21989","Female","46","40s","White","Hispanic","Hispanic","None","1"
"202000001198347","07/19/2020","2020","22:09","Sunday","432 Beat","2XXXX Maricopa Freeway S","Phoenix","AZ","Not Available","Out of City","21988","Male","45","40s","White","Hispanic","Hispanic","None","1"
"202000001194146","07/19/2020","2020","02:20","Sunday","514 Beat","1XXX 11th Avenue S","Phoenix","AZ","85007","Central City Precinct","22032","Male","19","<20","White","Hispanic","Hispanic","None","1"
"202000001197839","07/19/2020","2020","20:15","Sunday","516 Beat","1XXX East Jefferson Street","Phoenix","AZ","85034","Central City Precinct","41011","Male","35","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202000001194146","07/19/2020","2020","02:20","Sunday","514 Beat","1XXX 11th Avenue S","Phoenix","AZ","85007","Central City Precinct","22036","Male","19","<20","Black","Non-Hispanic","Black or African American","None","1"
"202000001196316","07/19/2020","2020","17:46","Sunday","Out of City Beat","4XXX S Priest Dr","Tempe","AZ","85281","Out of City","21987","Male","24","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202000001194146","07/19/2020","2020","02:20","Sunday","514 Beat","1XXX 11th Avenue S","Phoenix","AZ","85007","Central City Precinct","22037","Male","17","<20","White","Hispanic","Hispanic","None","1"
"202000001198765","07/20/2020","2020","00:34","Monday","512 Beat","1XX 9th Avenue N","phoenix","AZ","85003","Central City Precinct","22842","Male","20","20s","Black","Unknown","Black or African American","None","1"
"202000001198765","07/20/2020","2020","00:34","Monday","512 Beat","1XX 9th Avenue N","phoenix","AZ","85003","Central City Precinct","22841","Male","24","20s","Black","Unknown","Black or African American","None","1"
"202000001198323","07/20/2020","2020","00:43","Monday","832 Beat","1XXX 53rd Avenue N","Phoenix","AZ","85043","Estrella Mt Precinct","22001","Female","18","<20","White","Hispanic","Hispanic","None","1"
"202000001198323","07/20/2020","2020","00:43","Monday","832 Beat","1XXX 53rd Avenue N","Phoenix","AZ","85043","Estrella Mt Precinct","22000","Female","33","30s","White","Hispanic","Hispanic","None","1"
"202000001203127","07/20/2020","2020","19:21","Monday","824 Beat","2XXX 45th Avenue N","Phoenix","AZ","Not Available","Maryvale/Estrella Precinct","22024","Male","26","20s","Black","Non-Hispanic","Black or African American","None","1"
"202000001198323","07/20/2020","2020","00:43","Monday","832 Beat","1XXX 53rd Avenue N","Phoenix","AZ","85043","Estrella Mt Precinct","21996","Male","21","20s","White","Hispanic","Hispanic","None","1"
"202000001198765","07/20/2020","2020","00:34","Monday","512 Beat","1XX 9th Avenue N","phoenix","AZ","85003","Central City Precinct","22840","Male","24","20s","Black","Unknown","Black or African American","None","1"
"202000001198799","07/20/2020","2020","00:30","Monday","711 Beat","4XXX Black Canyon Freeway N","Phoenix","AZ","85015","Mountain View Precinct","22186","Male","48","40s","American Indian / Alaskan Native","Non-Hispanic","Other","None","1"
"202000001198323","07/20/2020","2020","00:43","Monday","832 Beat","1XXX 53rd Avenue N","Phoenix","AZ","85043","Estrella Mt Precinct","21997","Male","33","30s","White","Non-Hispanic","White","None","1"
"202000001198323","07/20/2020","2020","00:43","Monday","832 Beat","1XXX 53rd Avenue N","Phoenix","AZ","85043","Estrella Mt Precinct","21998","Male","31","30s","White","Hispanic","Hispanic","None","1"
"202000001198323","07/20/2020","2020","00:43","Monday","832 Beat","1XXX 53rd Avenue N","Phoenix","AZ","85043","Estrella Mt Precinct","21999","Female","25","20s","White","Hispanic","Hispanic","None","1"
